# can_id	bit_offset	width_bits	signed	factor	offset	unit	name	comment
409	44	1	0	1	0		Tu12R_xLichtsch	Türe 1R (A) od. Türe 2R (B)  Fehler Lichtschranke
409	46	1	0	1	0		Tu12R_xRelais_K2	Tür 1R (A) od. Tür 2R (B) Sicherheitsrelais K2 defekt
410	0	1	0	1	0		Tu34L_xTuerezu	Türe geschlossen und verriegelt
410	0	16	0	1	0		Tu34L_wStatus	Statuswort von der Türsteuerung
410	1	1	0	1	0		Tu34L_xTuereOffe	Türe komplett offen
410	2	1	0	1	0		Tu34L_xTuereSich	Türe ist sicher
410	3	1	0	1	0		Tu34L_xTuerAbges	Türe ist abgesperrt
410	4	1	0	1	0		Tu34L_xHaltewuns	Haltewunsch liegt an
410	5	1	0	1	0		Tu34L_xKinderw	Kinderwagenwunsch liegt an
410	6	1	0	1	0		Tu34L_xNotentrie	Türe 3L (A) od. Türe 4L (B) notentriegelt
410	7	1	0	1	0		Tu34L_xBlockiert	Türe 4L  wurde mit Dienstschalter in Offenposition blockiert
410	32	1	0	1	0		Tu34L_xSpeicherF	Türe 3L (A) od. Türe 4L (B) Speicherfehler Türsteuerung
410	32	16	0	1	0		Tu34L_wError	Fehlerwort der Türsteuerung
410	33	1	0	1	0		Tu34L_xMoSensDef	Türe 3L (A) od. Türe 4L (B)  Keine Türbewegung erkannt
410	34	1	0	1	0		Tu34L_x12V	Türe 3L (A) od. Türe 4L (B)  Fehler 12V Spannungsversorgung
410	35	1	0	1	0		Tu34L_xTuerOpen	Türe 3L (A) od. Türe 4L (B)  Fehler Türblattkontrollschalter offen
410	36	1	0	1	0		Tu34L_xTuerClose	Türe 3L (A) od. Türe 4L (B) Fehler Türblattkontrollschalter geschlossen
410	37	1	0	1	0		Tu34L_xReveClose	Türe 3L (A) od. Türe 4L (B)  Reversierversuche schliessen Tür überschritten
410	38	1	0	1	0		Tu34L_xReveOpen	Türe 3L (A) od. Türe 4L (B)  Reversierversuche öffnen Tür überschritten
410	39	1	0	1	0		Tu34L_xSchaltLDe	Türe 3L (A) od. Türe 4L (B)  Schaltleiste defekt
410	40	1	0	1	0		Tu34L_xKSDigAusg	Türe 3L (A) od. Türe 4L (B)  Fehler Kurzschluss Digitalausgang
410	41	1	0	1	0		Tu34L_xUnterbrDi	Türe 3L (A) od. Türe 4L (B)  Unterbrechung Digitalausgang
410	42	1	0	1	0		Tu34L_xMotBrueck	Türe 3L (A) od. Türe 4L (B)  Ueberhitzung Motorbrücke
410	43	1	0	1	0		Tu34L_x36V	Türe 3L (A) od. Türe 4L (B)  Fehler 36V Spannungsversorgung
410	44	1	0	1	0		Tu34L_xLichtsch	Türe 3L (A) od. Türe 4L (B)  Fehler Lichtschranke
410	46	1	0	1	0		Tu34L_xRelais_K2	Tür 3L (A) od. Tür 4L (B) Sicherheitsrelais K2 defekt.
411	0	1	0	1	0		Tu34R_xTuerezu	Türe geschlossen und verriegelt
411	0	16	0	1	0		Tu34R_wStatus	Statuswort von der Türsteuerung
411	1	1	0	1	0		Tu34R_xTuereOffe	Türe komplett offen
411	2	1	0	1	0		Tu34R_xTuereSich	Türe ist sicher
411	3	1	0	1	0		Tu34R_xTuerAbges	Türe ist abgesperrt
411	4	1	0	1	0		Tu34R_xHaltewuns	Haltewunsch liegt an
411	5	1	0	1	0		Tu34R_xKinderw	Kinderwagenwunsch liegt an
411	6	1	0	1	0		Tu34R_xNotentrie	Türe 3R (A) od. Türe 4R (B) notentriegelt
411	7	1	0	1	0		Tu34R_xBlockiert	Türe 4R  wurde mit Dienstschalter in Offenposition blockiert
411	32	1	0	1	0		Tu34R_xSpeicherF	Türe 3R (A) od. Türe 4R (B) Speicherfehler Türsteuerung
411	32	16	0	1	0		Tu34R_wError	Fehlerwort der Türsteuerung
411	33	1	0	1	0		Tu34R_xMoSensDef	Türe 3R (A) od. Türe 4R (B)  Keine Türbewegung erkannt
411	34	1	0	1	0		Tu34R_x12V	Türe 3R (A) od. Türe 4R (B)  Fehler 12V Spannungsversorgung
411	35	1	0	1	0		Tu34R_xTuerOpen	Türe 3R (A) od. Türe 4R (B)  Fehler Türblattkontrollschalter offen
411	36	1	0	1	0		Tu34R_xTuerClose	Türe 3R (A) od. Türe 4R (B)  Fehler Türblattkontrollschalter geschlossen
411	37	1	0	1	0		Tu34R_xReveClose	Türe 3R (A) od. Türe 4R (B)  Reversierversuche schliessen Tür überschritten
411	38	1	0	1	0		Tu34R_xReveOpen	Türe 3R (A) od. Türe 4R (B)  Reversierversuche öffnen Tür überschritten
411	39	1	0	1	0		Tu34R_xSchaltLDe	Türe 3R (A) od. Türe 4R (B)  Schaltleiste defekt
411	40	1	0	1	0		Tu34R_xKSDigAusg	Türe 3R (A) od. Türe 4R (B)  Fehler Kurzschluss Digitalausgang
411	41	1	0	1	0		Tu34R_xUnterbrDi	Türe 3R (A) od. Türe 4R (B)  Unterbrechung Digitalausgang
411	42	1	0	1	0		Tu34R_xMotBrueck	Türe 3R (A) od. Türe 4R (B)  Ueberhitzung Motorbrücke
411	43	1	0	1	0		Tu34R_x36V	Türe 3R (A) od. Türe 4R (B)  Fehler 36V Spannungsversorgung
411	44	1	0	1	0		Tu34R_xLichtsch	Türe 3R (A) od. Türe 4R (B)  Fehler Lichtschranke
411	46	1	0	1	0		Tu34R_xRelais_K2	Tür 3R (A) od. Tür 4R (B) Sicherheitsrelais K2 defekt
412	0	1	0	1	0		Tu56L_xTuerezu	Türe geschlossen und verriegelt
412	0	16	0	1	0		Tu56L_wStatus	Statuswort von der Türsteuerung
412	1	1	0	1	0		Tu56L_xTuereOffe	Türe komplett offen
412	2	1	0	1	0		Tu56L_xTuereSich	Türe ist sicher
412	3	1	0	1	0		Tu56L_xTuerAbges	Türe ist abgesperrt
412	4	1	0	1	0		Tu56L_xHaltewuns	Haltewunsch liegt an
412	5	1	0	1	0		Tu56L_xKinderw	Kinderwagenwunsch liegt an
412	6	1	0	1	0		Tu56L_xNotentrie	Türe 5L (A) od. Türe 6L (B) notentriegelt
412	7	1	0	1	0		Tu56L_xBlockiert	Tür 5L  (A) od. Tür 6L (B) wurde mit Dienstschalter in Offenposition blockiert
412	32	1	0	1	0		Tu56L_xSpeicherF	Türe 5L (A) od. Türe 6L (B) Speicherfehler Türsteuerung
412	32	16	0	1	0		Tu56L_wError	Fehlerwort der Türsteuerung
412	33	1	0	1	0		Tu56L_xMoSensDef	Türe 5L (A) od. Türe 6L (B)  Keine Türbewegung erkannt
412	34	1	0	1	0		Tu56L_x12V	Türe 5L (A) od. Türe 6L (B)  Fehler 12V Spannungsversorgung
412	35	1	0	1	0		Tu56L_xTuerOpen	Türe 5L (A) od. Türe 6L (B)  Fehler Türblattkontrollschalter offen
412	36	1	0	1	0		Tu56L_xTuerClose	Türe 5L (A) od. Türe 6L (B)  Fehler Türblattkontrollschalter geschlossen
412	37	1	0	1	0		Tu56L_xReveClose	Türe 5L (A) od. Türe 6L (B)  Reversierversuche schliessen Tür überschritten
412	38	1	0	1	0		Tu56L_xReveOpen	Türe 5L (A) od. Türe 6L (B)  Reversierversuche öffnen Tür überschritten
412	39	1	0	1	0		Tu56L_xSchaltLDe	Türe 5L (A) od. Türe 6L (B)  Schaltleiste defekt
412	40	1	0	1	0		Tu56L_xKSDigAusg	Türe 5L (A) od. Türe 6L (B)  Fehler Kurzschluss Digitalausgang
412	41	1	0	1	0		Tu56L_xUnterbrDi	Türe 5L (A) od. Türe 6L (B)  Unterbrechung Digitalausgang
412	42	1	0	1	0		Tu56L_xMotBrueck	Türe 5L (A) od. Türe 6L (B)  Ueberhitzung Motorbrücke
412	43	1	0	1	0		Tu56L_x36V	Türe 5L (A) od. Türe 6L (B)  Fehler 36V Spannungsversorgung
412	44	1	0	1	0		Tu56L_xLichtsch	Türe 5L (A) od. Türe 6L (B)  Fehler Lichtschranke
412	46	1	0	1	0		Tu56L_xRelais_K2	Tür 5L (A) od. Tür 6L (B) Sicherheitsrelais K2 defekt
413	0	1	0	1	0		Tu56R_xTuerezu	Türe geschlossen und verriegelt
